datetime	open	high	low	close	volume
27.06.2024 10:51	174.6	174.6	174.0	174.4	1109
27.06.2024 10:52	174.4	176.4	174.4	176.4	9415
27.06.2024 10:53	176.2	176.4	174.4	174.6	9190
27.06.2024 10:54	175.0	175.0	175.0	175.0	71
27.06.2024 10:55	175.2	175.2	174.8	174.8	1186
27.06.2024 10:56	175.0	175.2	174.8	175.2	1180
27.06.2024 10:57	175.0	175.0	174.8	174.8	5
27.06.2024 10:58	174.8	174.8	174.6	174.6	871
27.06.2024 10:59	174.4	174.6	174.2	174.4	1191
27.06.2024 11:00	174.6	174.6	174.6	174.6	322
27.06.2024 11:01	174.6	174.6	174.6	174.6	339
27.06.2024 11:04	174.6	174.8	174.4	174.8	201
27.06.2024 11:05	174.8	174.8	174.8	174.8	218
27.06.2024 11:06	174.8	174.8	174.6	174.6	17
27.06.2024 11:07	174.8	174.8	174.8	174.8	90
27.06.2024 11:08	174.6	175.0	174.6	175.0	451
27.06.2024 11:09	175.0	175.2	174.8	175.2	315
27.06.2024 11:10	174.8	174.8	174.6	174.6	254
27.06.2024 11:11	175.2	175.2	174.6	174.6	225
27.06.2024 11:12	175.2	175.2	175.2	175.2	1
27.06.2024 11:13	174.8	174.8	174.8	174.8	1085
27.06.2024 11:14	174.8	174.8	174.6	174.8	945
27.06.2024 11:15	174.6	174.8	174.6	174.6	3
27.06.2024 11:17	174.6	174.6	174.6	174.6	100
27.06.2024 11:18	174.8	174.8	174.6	174.6	113
27.06.2024 11:19	174.8	174.8	174.6	174.6	9
27.06.2024 11:22	174.6	174.6	174.4	174.4	372
27.06.2024 11:23	174.4	174.6	174.4	174.6	37
27.06.2024 11:25	174.6	174.6	174.6	174.6	5
27.06.2024 11:26	174.6	174.6	174.2	174.2	216
27.06.2024 11:27	174.8	174.8	174.8	174.8	1
27.06.2024 11:29	174.8	174.8	174.8	174.8	17
27.06.2024 11:30	174.8	174.8	174.8	174.8	4
27.06.2024 11:32	174.4	174.4	174.0	174.0	3340
27.06.2024 11:33	174.2	174.2	174.2	174.2	14
27.06.2024 11:34	174.6	174.6	174.6	174.6	154
27.06.2024 11:35	174.4	174.4	174.4	174.4	200
27.06.2024 11:36	174.2	174.6	174.2	174.6	2
27.06.2024 11:37	174.4	174.6	174.4	174.6	122
27.06.2024 11:38	174.6	174.6	174.6	174.6	343
27.06.2024 11:39	174.6	174.6	174.6	174.6	77
27.06.2024 11:40	174.6	175.0	174.6	175.0	762
27.06.2024 11:41	175.0	175.0	175.0	175.0	12
27.06.2024 11:42	174.8	174.8	174.8	174.8	5
27.06.2024 11:44	174.6	174.6	174.6	174.6	22
27.06.2024 11:45	174.8	174.8	174.6	174.6	177
27.06.2024 11:46	174.4	174.4	174.4	174.4	251
27.06.2024 11:49	174.4	174.4	174.2	174.2	3541
27.06.2024 11:50	174.4	174.4	174.4	174.4	2
27.06.2024 11:51	174.2	174.4	174.2	174.4	5
27.06.2024 11:53	174.2	174.2	174.2	174.2	295
27.06.2024 11:54	174.2	174.2	174.2	174.2	20
27.06.2024 11:55	174.0	174.4	174.0	174.2	306
27.06.2024 11:56	174.2	174.2	174.2	174.2	521
27.06.2024 11:57	174.4	174.4	174.0	174.0	259
27.06.2024 12:01	174.4	174.4	174.4	174.4	1
27.06.2024 12:02	174.4	174.4	174.4	174.4	1048
27.06.2024 12:07	174.4	174.4	174.0	174.0	1468
27.06.2024 12:08	174.2	174.2	174.0	174.0	157
27.06.2024 12:09	174.0	174.0	174.0	174.0	1000
27.06.2024 12:10	174.2	174.2	174.2	174.2	5
27.06.2024 12:12	174.0	174.0	174.0	174.0	8
27.06.2024 12:13	174.2	174.2	174.2	174.2	1
27.06.2024 12:14	174.2	174.2	174.2	174.2	1
27.06.2024 12:15	174.0	174.0	174.0	174.0	20
27.06.2024 12:16	174.2	174.2	174.2	174.2	11
27.06.2024 12:17	174.2	174.2	174.0	174.0	490
27.06.2024 12:18	174.2	174.2	174.0	174.2	146
27.06.2024 12:20	174.2	174.4	174.0	174.0	447
27.06.2024 12:23	174.2	174.2	174.2	174.2	2
27.06.2024 12:25	174.4	174.4	174.2	174.2	11
27.06.2024 12:27	174.6	174.6	174.6	174.6	1
27.06.2024 12:29	174.6	174.6	174.6	174.6	10
27.06.2024 12:35	174.6	174.6	174.6	174.6	15
27.06.2024 12:38	174.6	174.6	174.6	174.6	5
27.06.2024 12:39	174.6	174.8	174.6	174.8	61
27.06.2024 12:45	174.6	174.6	174.6	174.6	1
27.06.2024 12:46	174.4	174.4	174.2	174.2	555
27.06.2024 12:51	174.4	174.4	174.2	174.2	3
27.06.2024 12:56	174.2	174.2	174.2	174.2	4
27.06.2024 12:59	174.4	174.4	174.4	174.4	1
27.06.2024 13:00	174.2	174.4	174.2	174.4	5
27.06.2024 13:01	174.2	174.4	174.2	174.4	337
27.06.2024 13:02	174.4	174.4	174.4	174.4	100
27.06.2024 13:03	174.4	174.4	174.4	174.4	1
27.06.2024 13:05	174.4	174.4	174.4	174.4	3
